번호,의안번호,법률안명,제안자구분,소관위원회,주요내용,의견수,date
11,2211550,자본시장과 금융투자업에 관한 법률 일부개정법률안 (천하람의원 등 13인),의원,정무위원회,"제안이유



  벤처 생태계가 활성화될 경우 경제학자 조지프 슘페터(Joseph A. Schumpeter)가 명명한 ‘창조적 파괴(creative destruction)’가 확산되어 국민 경제의 역동성이 강화되고, 국부의 창출과 축적이 가능해지는 바, 벤처 기업활동에 대한 장려와 촉진은 아무리 강조해도 지나치지 않음.

  그러나 2025년 정부의 발표에 따르면, 2024년 벤처투자 규모는 총 11.9조원, 펀드결성 규모는 10.6조원으로 각각 나타났으나, 이는 투자와 펀드결성이 활발했던 2021년의 투자액 15.9조원과 결성액 17.8조원에 크게 못 미치는 상황임.

  또한, 일각의 주장에 따르면, 해외로 이전한 국내 스타트업의 수가 2018년 101개에서 2024년 186개로 지속 증가하고 있어 국내 벤처 생태계가 위축을 넘어 고사하는 것이 아니냐는 우려가 확산하고 있음.

  한편, 2024년 기준으로 벤처 펀드결성에 있어 정책금융과 민간투자의 구성비가 23대77로 나타나 민간의 역할이 종전에 비해 축소된 것으로 확인되었고, 이에 따라 민간 자금의 새로운 유입 경로를 모색해야 한다는 요구가 증대되고 있음.

  이에 벤처 시장으로 새로운 민간 자금이 유입될 수 있도록 상장형 공모펀드로서 일반 투자자들이 비상장 벤처기업에 간접적으로 투자할 수 있는 기업성장집합투자기구를 자본시장에 도입해 벤처 생태계를 한 단계 더 도약시키려는 것임.





주요내용



가. 기업성장집합투자업자 및 기업성장집합투자기구 등의 도입(안 제9조, 제12조 및 제229조)

  1) 현행법상 자산운용사 등도 충분히 상장형 벤처 전용 펀드를 결성할 수 있으나, 동일기업의 지분 취득을 10% 이내로 제한하고 있는 자본시장법상 규제가 전략적 투자를 선호하는 벤처투자에 적합하지 않고, 기존 펀드 운용사 역시 비상장 벤처기업에 대한 투자 경험이 축적되어 있지 않아 현실적으로 상장형 벤처 펀드가 활성화되지 못하고 있음. 

  2) 이에 기업성장집합투자업자 및 기업성장집합투자기구 등을 도입해 완화된 인가 요건 및 펀드 결성 요건을 적용하고, 벤처투자회사 등도 상장형 공모펀드를 결성할 수 있도록 개선함.

나. 기업성장집합투자기구 관련 자산운용 규제 조정(안 제81조 및 제229조)

  1) 기업상장집합투자기구의 경우 비상장 벤처기업에 대한 상장형 공모 펀드이기에 일반 공모 펀드에 적용되는 규제를 그대로 적용하는 것이 부적절한 바, 자산운용 규제를 기업상장집합투자기구의 취지와 성격에 맞게 조정해야 할 필요가 있음.

  2) 이에 미국의 사업개발회사(Business Development Company, BDC)와 영국의 벤처캐피털신탁(Venture Capital Trust, VCT)을 참고하여 주투자대상기업인 벤처기업에 대해 집합투자기구 자산총액의 70%를 초과하여 투자하도록 의무화하며, 동일 벤처기업이 발행한 지분증권 총수의 50% 미만까지 투자할 수 있도록 허용함.

다. 기업성장집합투자기구의 금전 대여 허용(안 제83조)

  1) 국내 일반 공모펀드의 경우 투자대상에 대한 금전 대여가 금지되어 있으나, 미국 사업개발회사의 경우 이에 대한 규제를 두지 않아 운용사가 자율적으로 채권형 BDC와 지분형 BDC를 운용하도록 허용하고 있고, 실제 벤처 기업가의 경우 지분 희석을 우려해 외부의 지분투자보다 금전 대여를 선호하는 경우도 많아 기업성장집합투자기구의 금전 대여 허용이 필요한 상황임.

  2) 이에 기업성장집합투자기구가 자산을 운용함에 있어 금전 대여도 가능하게 하여 시장의 자율적인 자금조달 방식을 보장하려는 것임.

라. 기업성장집합투자업자의 집합투자기구에 대한 출자 의무화(안 제229조의2)

  1) 환매 불가 상장형 공모펀드의 경우 일반 투자자 입장에서 집합투자업자의 방만한 펀드 운용 등 도덕적 해이를 견제할 수단이 마땅치 않은 바, 기업성장집합투자기구 결성 시 집합투자업자의 출자를 의무화할 필요가 있음.

  2) 이에 기업성장집합투자업자가 자기가 설정ㆍ설립한 각 기업성장집합투자기구 집합투자증권 총수의 10% 이상의 지분을 3년 이상 보유하도록 의무화함.

마. 기타 고려 사항

  1) 기업성장집합투자기구 자체가 고위험 상품인 점, 일반 투자자가 펀드 운용과 관련해 영향을 미치기 어려운 점 등을 고려해 기업성장집합투자기구의 차입은 허용하지 아니함.

  2) 주투자대상기업의 정의와 관련해 성장가능성 등 모호한 표현의 사용을 자제하고 「벤처기업육성에 관한 특별법」상 벤처기업으로 명확히 규정하여 정부의 개입 가능성을 최소화함.",7800,20250718
12,2211522,자본시장과 금융투자업에 관한 법률 일부개정법률안 (김승원의원 등 12인),의원,정무위원회,"제안이유



  ’21년 이후 고금리 등 영향으로 벤처펀드 결성 규모가 매년 감소하는 등 벤처ㆍ혁신기업의 자금조달 여건이 악화되고 있어 장래 우리 경제의 성장동력을 저해할 수 있다는 우려 또한 제기되고 있음. 이에 성장 가능성이 높은 벤처ㆍ혁신기업에 집중 투자하는 공모펀드인 기업성장집합투자기구(Business Development Company)를 도입함으로써 모험자본의 장기적ㆍ안정적 공급을 촉진하고, 벤처투자 생태계를 활성화하는 등 벤처ㆍ혁신기업의 성장기반 구축을 지원할 필요가 있음.

  이를 위해 기업성장집합투자기구를 설정ㆍ설립할 수 있도록 법률적 근거를 마련하고, 벤처ㆍ혁신기업에 투자하는 특성을 감안한 별도의 설립요건ㆍ운용규제와 일반투자자 보호를 위한 장치 등을 규율하려는 것임.





주요내용



가. 기업성장집합투자기구의 설정ㆍ설립 근거(안 제9조제30항ㆍ제31항, 제229조제6호 신설)

  집합투자기구의 자산총액 중 100분의 50 이상의 일정 비율에 해당하는 금액을 초과하는 집합투자재산을 성장 가능성이 높은 벤처기업 등 주투자대상기업에 투자하는 집합투자기구를 기업성장집합투자기구로 설정ㆍ설립할 수 있도록 함.

나. 기업성장집합투자기구의 설정ㆍ설립 요건 등(안 제229조의2 신설)

  기업성장집합투자기구는 존속기간이 최소 5년 이상인 환매금지형집합투자기구로 하되 모집가액을 1천억원 이하 대통령령으로 정하는 금액 이상으로 하도록 하고, 집합투자재산에 대한 분기별 공정가액 평가의무 등을 규정함.

다. 기업성장집합투자업자의 인가 요건(안 제12조제2항제6호)

  기업성장집합투자업을 인가받으려는 자는 금융투자업의 인가 요건을 갖추도록 하되, 대주주 등이 갖추어야 할 요건에 대해서는 금융투자업자의 변경인가 시 적용되는 완화된 요건을 적용하도록 하여 벤처투자에 전문성이 있는 자가 기업성장집합투자업에 원활하게 진입할 수 있도록 함.

라. 기업성장집합투자업자의 자산운용 제한(안 제81조제1항, 안 제81조제5항ㆍ제6항 신설)

  기업성장집합투자업자가 주투자대상기업에 투자하는 경우에는 통상적인 자산운용 제한 규정의 적용을 배제하되, 주투자대상기업에 대한 평가를 거치도록 하고 법정 투자비율을 준수하도록 하는 등 기업성장집합투자업자의 자산운용 제한에 관한 사항을 별도로 규정함.

마. 기업성장집합투자업자의 금전대여(안 제83조제4항제2호 신설)

  집합투자업자가 집합투자재산을 운용할 때에는 원칙적으로 금전을 대여하지 못하도록 하고 있으나, 벤처기업 등에 대한 원활한 자금공급을 위하여 기업성장집합투자업자의 경우 금전대여를 허용할 필요가 있으므로 기업성장집합투자기구가 벤처기업 등 주투자대상기업에 투자하는 경우에는 예외적으로 금전대여가 가능하도록 함.

바. 자산운용의 제한규정 위반에 따른 벌칙의 적용(안 제444조제9호의2 신설)

  벤처기업 등 주투자대상기업에 대하여 법정 투자비율에 해당하는 금액 이하로 투자하는 행위 등 기업성장집합투자업자의 자산운용 제한 규정을 위반하여 기업성장집합투자기구의 집합투자재산을 운용한 자는 5년 이하의 징역 또는 2억원 이하의 벌금에 처하도록 함.",7413,20250717
13,2211467,자본시장과 금융투자업에 관한 법률 일부개정법률안 (민형배의원 등 10인),의원,정무위원회,"제안이유 및 주요내용



  공정한 시장질서 유지를 위해 단기매매차익 반환을 법적으로 의무화하고, 처벌규정을 강화하고자 합니다. 아울러 투자자 보호를 위한 ‘공정배상기금’ 설치근거를 마련하고자 합니다. 

  현재 상장사의 주요 주주나 임직원이 자사주를 매입한 뒤 6개월 이내 매도해 얻은 차익은 회사에 반환하도록 규정하고 있습니다. 문제는 반환 규정이 임의조항에 불과해 강제력이 없다는 점입니다.  

  또한, 최근 주가조작 등 자본시장 불공정행위에 대해 금융거래 제한 및 임원 재임 제한 등의 조치가 도입되었지만, 제한 기간이 최대 5년에 불과해 실효성에 대한 지적이 있습니다.

  이에, 단기매매차익에 대한 법인의 반환청구를 의무화하고, 불공정행위 제재기간을 5년에서 10년으로 연장하고자 합니다. 아울러, 불공정행위로 부과되는 과징금을 활용해 ‘공정배상기금’을 도입하려 합니다. 투자자 피해 구제를 강화하고, 공정한 시장질서를 보다 안정적으로 뒷받침하기 위한 것입니다.(안 제172조제1항, 제426조의3제2항, 제442조의3부터 제442조의5까지 신설 등).





참고사항



  이 법률안은 강훈식의원이 대표발의한 「국가재정법 일부개정법률안」(의안번호 제6879호)의 의결을 전제로 하는 것이므로 같은 법률안이 의결되지 아니하거나 수정 의결되는 경우에는 이에 맞추어 조정되어야 할 것임.",6761,20250714
14,2211439,자본시장과 금융투자업에 관한 법률 일부개정법률안 (이수진의원 등 12인),의원,정무위원회,"제안이유 및 주요내용



  현행법은 주권상장법인 등으로 하여금 각 사업연도에 대한 사업보고서 등을 제출하도록 하고, 금융위원회 및 거래소가 이를 공시하도록 하고 있음. 기업공시제도의 목적은 투자자의 판단에 영향을 미칠 수 있는 중요한 기업 정보를 공시하여 합리적인 투자 판단을 돕고자 하는 것으로, 그 항목에는 임원이나 보수총액 상위 5명의 보수 및 산정기준 등도 포함하여 기업 보수체계 등의 건전성, 기업 경쟁력 등을 참고할 수 있도록 하고 있음.

  그런데 고용노동부의 통계에 따르면 우리나라의 남성 대비 여성 임금비율은 매우 낮은 수준으로, 성별격차가 기업 경쟁력 제고에도 부정적인 영향을 주고 있다는 지적이 있음. 고용형태별 근로실태조사 결과, 남성 대비 여성 임금 비율은 64.7%(2020년), 64.6%(2021), 65.0%(2022), 65.3%(2023)로 성별격차가 고착화된 상황이며 주요 OECD  회원국 중에서도 가장 큰 격차를 나타내고 있어(e-나라지표 '남성대비 여성 임금비율' 기준), 공시제도를 통하여 성별임금격차 해소를 적극적으로 유도할 필요가 있다는 지적이 제기됨.

  이에 공시항목에 성별 임금 현황 등 성별격차에 대한 사항을 추가하여 투명하게 공시하도록 함으로써, 구조적 성차별 문제를 해소하고 기업의 노동환경 개선 및 경쟁력 제고를 돕고자 하는 것임(안 제159조제2항, 제160조제1항).





참고사항



  이 법률안은 이수진의원이 대표발의한 「고용정책 기본법」(의안번호 제11435호), 「공공기관의 운영에 관한 법률 일부개정법률안」(의안번호 제11437호), 「남녀고용평등과 일ㆍ가정 양립 지원에 관한 법률 일부개정법률안」(의안번호 제11436호) 및 「지방공기업법 일부개정법률안」(의안번호 제11438호)의 의결을 전제로 하는 것이므로 같은 법률안이 의결되지 아니하거나 수정의결되는 경우에는 이에 맞추어 조정되어야 할 것임.",6794,20250711
15,2211117,자본시장과 금융투자업에 관한 법률 일부개정법률안 (민병덕의원 등 20인),의원,정무위원회,"제안이유



  현재 가상자산은 디지털 거래의 지급 수단을 넘어 글로벌 핵심 투자 자산으로 자리잡고 있으며, 미국이 지난해 1월 비트코인 현물 상장지수집합투자기구(Exchange Traded Fund, 이하 “ETF”라 함)를 승인한 이후 세계적으로 빠르게 제도권 금융에 편입되고 있음.

  그러나 현행법상 제약으로 인하여 국내에는 가상자산 현물 ETF 도입이 불가능한 상황이고 이로 인하여 국내 자금의 해외 유출이 증가하고 있으며 국내 디지털 생태계의 발전 및 금융산업의 글로벌 경쟁력에도 나쁜 영향을 초래하고 있음.

  이에 따라 가상자산 현물 ETF 도입에 관한 가상자산시장 및 금융시장의 요구가 커지면서 정부 및 관련 업계는 이의 도입을 구체적으로 검토하고 준비해 왔음. 특히 2024년 7월 시행된 「가상자산 이용자 보호 등에 관한 법률」에 의하여 가상자산 거래가 제도화되어 법적 불확실성이 해소되고 글로벌 기준에 맞게 공정한 거래 질서가 확립되는 등 가상자산시장에 대한 신뢰가 형성되었다고 할 수 있음.

  가상자산 현물 ETF 도입은 단순히 가상자산 투자 수단을 확대하는 것이 아니라 자본시장 혁신을 위한 전략의 실행이라고 할 수 있음. 무엇보다 블록체인 생태계를 확장하여 금융산업의 혁신을 촉진하고 제도화된 투자 경로를 제공하여 시장의 투명성과 신뢰를 높이는 계기가 될 수 있음. 투자자들은 전통 자산과 낮은 상관관계를 가진 가상자산을 활용하여 분산투자 효과를 높이고 다양한 전략형 ETF를 활용함으로써 투자 선택지를 넓히는 등 견고한 자본시장 규제를 바탕으로 보다 안전하고 편리하게 가상자산에 투자할 수 있게 될 것임. 이는 단순한 신규 투자상품 도입을 넘어 국내 ETF 시장의 구조적 경쟁력을 높이고 장기적으로는 글로벌 자금 유치의 통로로도 작용할 수 있음.

  이에 현행법의 집합투자기구 및 신탁업에 관한 규제를 개선함으로써 국내 자본시장에서도 금융회사들이 가상자산 현물 ETF를 설정ㆍ판매하고 투자자들은 이를 통하여 가상자산에 간접투자할 수 있는 법적 환경을 조성하고자 하는 것임.





주요내용



가. 금융투자상품, 통화, 일반상품, 신용위험 및 자연적ㆍ환경적ㆍ경제적 현상 등에 속하는 위험인 기초자산의 범위에 금융위원회가 정하여 고시하는 가상자산을 포함함(안 제4조제10항).

나. 금전, 증권, 금전채권, 동산, 부동산 등에 한정된 신탁재산의 범위에 가상자산을 포함함(안 제103조제1항).

다. 신탁업자는 신탁재산의 보관ㆍ관리 등 본질적 업무의 위탁이더라도 가상자산의 보관ㆍ관리 등을 위탁하는 경우로서 일정한 요건을 갖춘 가상자산사업자를 대상으로 그 신탁업무를 위탁할 수 있도록 금융투자업자 업무 위탁의 특례를 인정함(안 제109조의2제1항 신설).

라. 신탁업자가 가상자산의 보관ㆍ관리 등과 관련하여 가상자산사업자에게 신탁업무를 위탁하는 경우 신탁업자로 하여금 가상자산사업자에 대한 전문성, 재무건전성 등의 요건 확인 및 주기적인 점검ㆍ조치를 의무화함(안 제109조의2제2항부터 제6항까지 신설).

마. 파생상품의 장외거래와 관련하여 가상자산을 기초자산으로 하는 파생상품의 경우에는 경쟁매매의 방법 등 대통령령으로 정하는 방법으로 거래할 수 있는 근거를 명시함(안 제166조의2).",6439,20250627
16,2210909,자본시장과 금융투자업에 관한 법률 일부개정법률안 (송석준의원 등 12인),의원,정무위원회,"제안이유 및 주요내용



  최근 가상자산의 제도권 편입이 글로벌 자본시장에서 가속화됨에 따라, 이에 대한 수탁ㆍ운용 기능의 법적 기반을 정비할 필요성이 증대되고 있음. 

  특히 가상자산은 자산운용, 거래, 결제 등 다양한 형태로 기관투자자의 투자대상이 되고 있으나, 현행 「자본시장과 금융투자업에 관한 법률」은 신탁재산의 범위에 가상자산을 포함하지 않아 신탁업자에 의한 보관 및 수탁 운용이 법적으로 제한되는 문제가 있음.

  이에 가상자산을 신탁재산으로 명시하여, 신탁업자가 이를 수탁ㆍ보관할 수 있도록 법적 근거를 마련하고, 가상자산 수탁 시장의 제도화를 통해 연기금ㆍ기관투자자의 안정적인 시장 참여를 유도함으로써 가상자산 산업의 건전한 성장과 투자자 보호를 도모하려는 것임(안 제103조제1항제8호 신설).",5794,20250617
17,2210863,자본시장과 금융투자업에 관한 법률 일부개정법률안 (이강일의원 등 10인),의원,정무위원회,"제안이유



  현행법상 주권상장법인이 합병 등을 할 경우 산정 가액에 대한 명확한 기준이 없어 자산가치나 수익가치보다 낮은 주식가격을 기준으로 삼는 사례가 발생하고 있으며, 이는 일반주주의 권익 침해로 이어질 수 있음.

  특히 소액주주의 경우 합병 과정에서 불리한 조건으로 주식을 처분해야 하는 상황이 발생하고 있으며, 주가조작이나 저가 합병을 통한 지배주주의 이익 편취 문제가 지속적으로 제기되어 왔음.

  따라서 합병 등에서 산정되는 가액에 대해 공정가액 산정 원칙을 법에 명문화하고, 순자산가치를 하한선으로 설정함으로써 투자자 보호 및 자본시장 신뢰 회복을 도모하려는 것임(제165조의4제2항 신설 등).





주요내용



가. 합병가액 산정 기준 명시 (신설 제165조의4제2항)

  주권상장법인이 합병 등을 하는 경우, 주식가격, 자산가치, 수익가치 등을 종합적으로 고려하여 공정하게 산정하여야 함. 다만, 산정된 가액이 순자산가치에 미달하는 경우, 순자산가치를 가액으로 간주함.

나. 관련 조문 번호 정비(개정 제165조의4제3항부터 제5항까지)

  기존 제2항부터 제4항까지를 각각 제3항부터 제5항까지로 변경하고, 관련 조항인 제165조의18제4호 역시 조문 번호에 맞게 수정.",6524,20250616
18,2210657,자본시장과 금융투자업에 관한 법률 일부개정법률안 (김현정의원 등 12인),의원,정무위원회,"제안이유 및 주요내용



  현행법에서는 공모집합투자기구(공모펀드)와 달리 사모집합투자기구(사모펀드)에 대하여 보다 완화된 차입 제한 등의 레버리지 규제를 적용하고 있고, 이에 따라 사모집합투자기구는 순자산액의 4배 한도 내에서 차입 또는 채무보증 등을 할 수 있음.

  그러나 최근 홈플러스 사태에서 나타난 바와 같이 사모집합투자기구의 무리한 차입, 특히 인수대상 기업의 자산 등을 담보로 한 LBO(Leveraged Buyout, 차입인수) 방식의 과도한 차입이 인수대상 기업에게 막대한 이자비용 부담을 안기고 자산의 매각, 재무구조 악화 등을 야기함으로써 결과적으로 대상 기업을 파산위험에 빠지게 하는 등 사회적 혼란을 발생시키고 있음.

  이에 사모집합투자기구의 차입을 통한 운용방식을 개선하기 위하여 사모집합투자기구의 차입 등 한도를 축소하고 내부거래 또는 투자목적회사를 통한 자산거래 발생의 경우 이해상충 여부와 그 통제 수단을 금융위원회에 보고하도록 하는 등 유사한 사태의 재발을 막고 금융시스템의 불안 위험을 방지하려는 것임(안 제249조의7 및 제249조의16).",6566,20250602
19,2210645,자본시장과 금융투자업에 관한 법률 일부개정법률안 (차규근의원ㆍ김현정의원 등 11인),의원,정무위원회,"제안이유 및 주요내용



  현행법은 주식등을 5% 이상 대량보유하게 된 경우 및 그 보유 주식등의 수의 합계가 1%p이상 변동된 경우 보유 상황, 보유 목적 또는 변동내용 등을 금융위원회와 거래소에 보고하도록 하고 있으며, 예외적으로 보유 목적이 발행인의 경영권에 영향을 주기 위한 것이 아닌 경우에는 보고내용 및 보고시기 등을 달리할 수 있도록 정하고 있음. 그리고 이러한 보고의무를 위반한 경우에는 의결권의 행사를 제한하고 금융위원회가 위반분의 처분을 명할 수 있도록 하고 있음.

  최근 기관투자자들이 스튜어드십 코드 이행을 위하여 적극적인 의결권을 행사하고 있으며 소수주주들 역시 주주가치 보호를 위해 플랫폼을 통하여 공동으로 의결권을 행사하고 있음. 그러나 이러한 의결권 행사는 기업 경영 감시의 활동으로 이루어지는 것일 뿐 실질적으로 기업의 지배권을 취득하려는 것이 아님에도 불구하고 경영권에 영향을 주기 위한 것으로 해석되어 대량보유보고제도가 적용될 수 있다는 문제점이 발생하고 있음.

  이에 대량보유보고제도 예외사항 요건을 보유 목적이 경영권에 중대한 영향을 주기 위한 것이 아닌 경우로 개정하고 보고 위반분에 대한 금융위원회의 주식 처분 명령을 삭제함으로써 기관투자자 및 소수주주들의 적극적인 의결권 행사를 장려하고 주주가치를 높이고자 함(안 제147조제1항 및 제150조).",6810,20250602
20,2210142,자본시장과 금융투자업에 관한 법률 일부개정법률안 (이강일의원 등 10인),의원,정무위원회,"제안이유 및 주요내용



  「금융투자피해보상공사 설립 등에 관한 법률안」에 불공정거래행위로 인하여 피해를 받은 투자자 구제에 필요한 재원을 확보하기 위하여 금융투자피해보상기금을 설치하는 내용을 포함함에 따라 징수한 과징금을 해당 기금에 귀속시켜 투자자 피해 구제를 위한 재원을 체계적으로 확보하려는 것임(안 제429조제7항, 제429조의2제5항, 제429조의3제4항 신설).





참고사항



  이 법률안은 이강일의원이 대표발의한 「금융투자피해보상공사 설립 등에 관한 법률안」(의안번호 제10141호)의 의결을 전제로 하는 것이므로 같은 법률안이 의결되지 아니하거나 수정의결되는 경우에는 이에 맞추어 조정되어야 할 것임.",8068,20250425
21,2209888,자본시장과 금융투자업에 관한 법률 일부개정법률안 (민병덕의원 등 10인),의원,정무위원회,"제안이유 및 주요내용



  23년 11월 전면 금지 이후 1년 5개월 만에 코스피와 코스닥 전 종목에 대해 공매도가 재개됨. 

  공매도 관련 위법행위는 정보의 비대칭성 등으로 인해 적발이 쉽지 않음. 따라서 해당 행위를 하였거나 이와 관련된 자의 진술이 수사의 적시성 및 실효성에 중요한 역할을 하고 있음.

  현행법은 공매도 관련 위법행위를 신고하거나 제보한 경우에 관해서는 포상금 지급 근거를 마련하고 있을 뿐, 형의 감면에 관하여는 규정하지 않아 공매도 관련 위법행위의 근절에 한계가 있다는 지적이 제기되고 있음.

  이에 「공익신고자 보호법」, 「국가보안법」과 같은 개별법에서도 형을 감면하는 규정을 두고 있는 만큼 「자본시장과 금융투자업에 관한 법률」에 고의적인 불법 공매도 행위에 대한 적발 가능성 제고를 위한 유인책으로서 형의 감면 규정을 포함하고자 함(안 제448조의2).",8374,20250416
22,2209272,자본시장과 금융투자업에 관한 법률 일부개정법률안 (신장식의원 등 20인),의원,정무위원회,"제안이유 및 주요내용



  현행법은 주권상장법인, 그 밖에 대통령령으로 정하는 법인은 그 사업보고서를 각 사업연도 경과 후 90일 이내에 금융위원회와 거래소에 제출하도록 하고 있음.

  그러나 OECD에서 발표한 통계(2022년 기준)에 따르면, 우리나라의 성별임금격차는 31.2%로 OECD 평균인 11.4%을 크게 상회하며 회원국 중 가장 큰 격차를 보임. 또한 고용노동부 고용형태별근로실태조사(2023년 기준) 통계에 따르면 남성 대비 여성 임금 비율은 65.3%에 불과함. 이렇듯 성별임금격차가 크게 나타나는 상황에서 현행 공시 항목만으로는 성별임금격차의 원인과 구조를 구체적으로 파악하는 데 한계가 있음.

  이에 사업보고서 제출대상법인이 사업보고서에 기재하는 사항에 임원 및 직원의 성별 및 성별 임금 현황을 포함하도록 함으로써 성별임금격차를 자율적으로 개선하도록 촉진하고 성별임금격차를 해소ㆍ완화에 기여하고자 함(안 제159조제2항).





참고사항



  이 법률안은 신장식의원이 대표발의한 「남녀고용평등과 일ㆍ가정 양립 지원에 관한 법률 일부개정법률안」(의안번호 제9270호), 「고용정책 기본법 일부개정법률안」(의안번호 제9271호), 「공공기관의 운영에 관한 법률 일부개정법률안」(의안번호 제9273호) 및 「지방공기업법 일부개정법률안」(의안번호 제9269호)의 의결을 전제로 하는 것이므로 같은 법률안이 의결되지 아니하거나 수정의결되는 경우에는 이에 맞추어 조정되어야 할 것임.",11410,20250321
23,2209210,자본시장과 금융투자업에 관한 법률 일부개정법률안 (강준현의원 등 15인),의원,정무위원회,"제안이유



  현행법은 투자계약증권과 유통가능성이 적은 일부 수익증권 등에 대하여 발행과 관련하여서만 증권으로 보고 있음.

 그러나 최근 온라인 및 디지털 거래 플랫폼의 발전으로 기존에 거래되기 어려웠던 투자계약증권이 발행ㆍ유통되고 있으며, 정부는 「토큰증권(Security Token) 발행ㆍ유통 규율체계 정비방안」을 통해 비정형적 증권의 유통 활성화에 나서고 있음. 또한, 투자계약증권 등의 장외거래의 수요가 커짐에 따라 이를 활성화할 필요성도 커지고 있음.

  이에 발행 관련 규정에서만 투자계약증권 등을 증권으로 보고 있는 규정을 삭제하는 한편, 협회ㆍ종합금융투자사업자 및 대통령령으로 정하는 투자중개업자(장외거래중개업자)를 통하여 다양한 장외시장이 형성될 수 있도록 함으로써 자본시장의 새로운 혁신을 꾀하자고자 함.





주요내용



가. 발행 관련 규정에서만 투자계약증권 등을 자본시장법상 증권으로 보고 있는 단서를 삭제함(안 제4조제1항).

나. 협회, 종합금융투자사업자 및 대통령령으로 정하는 투자중개업자(장외거래중개업자)를 통한 장외거래 시 다수 투자자 간에 증권을 거래할 수 있도록 허용함(안 제166조제2항 신설).

다. 장외거래중개업자의 경우 투자 권유대행인을 통한 투자권유 규정은 해당 인가업무와 관련하여서는 적용하지 아니함(안 제166조제4항 신설).

라. 금융위원회는 필요한 경우 투자자의 투자목적, 재산상황, 투자경험, 증권의 종류 등을 고려하여 투자자별 장외거래 투자한도를 정하여 고시할 수 있도록 함(안 제166조제5항 신설).





참고사항



  이 법률안은 강준현의원이 대표발의한 「주식ㆍ사채 등의 전자등록에 관한 법률 일부개정법률안」(의안번호 제9208호)의 의결을 전제로 하는 것이므로 같은 법률안이 의결되지 아니하거나 수정의결 되는 경우에는 이에 맞추어 조정되어야 할 것임.",10624,20250321
24,2209000,자본시장과 금융투자업에 관한 법률 일부개정법률안 (정성국의원 등 11인),의원,정무위원회,"제안이유 및 주요내용



  국내 가상자산 거래소에는 여전히 주먹구구식 상장과 폐지가 반복되고 이러한 피해는 고스란히 이용자에게 전가되어 사회ㆍ경제적 파장이 커지고 있으나, 가상자산 상장은 거래소 자율에 맡겨져 있을 뿐 금융위원회는 상장 관련 기준을 정립하지 못하고 있는 실정임.

  한편 최근 미국, 홍콩, 영국 등이 비트코인, 이더리움 등의 가상자산을 기초자산으로 하는 가상자산 현물 ETF를 승인, 활발한 상품개발 및 투자가 진행되고 있음.

  이처럼 자산운용사의 가상자산 연계 상품의 발행 및 거래를 허용할 경우 민간의 자율적이고 전문적인 검증으로 가상자산의 객관적이고 선순환적인 평가가 이뤄짐은 물론, 기초자산의 평가와 관리에 대한 자본시장법 준수를 통해 투자자는 가상자산에 보다 안전하게 투자할 수 있음.

  이에 자본시장법상 집합투자기구가 가상자산에 투자가 가능하다는 것을 명확하게 규정하여 중앙정부의 규제 대신 시장 논리에 기반한 자율적인 상장관리 및 가상자산에 대한 자정적인 평가를 도모하고자 함 (안 제229조제3호).",8592,20250317
25,2208913,자본시장과 금융투자업에 관한 법률 일부개정법률안 (조승래의원 등 12인),의원,정무위원회,"제안이유



  현행법에 따른 ‘증권’ 중 투자계약증권 등 일부 증권(이하 “투자계약증권등”이라 함)은 그 권리의 내용이 비정형적이기 때문에 전통적인 유통 시장에서 거래되기 어려웠음. 그런데 최근 온라인 플랫폼이 발전되어 투자계약증권등도 원활하게 거래될 가능성이 높아졌음. 

  한편 금융위원회는 2023년 2월 「토큰증권(Security Token) 발행ㆍ유통 규율체계 정비방안」을 발표하였고, 2019년 12월부터 현재까지 총 6개사의 비금전신탁 수익증권을 「금융혁신지원 특별법」에 따른 혁신금융서비스로 지정하였음. 

  이에 투자계약증권등에 해당되는 토큰증권(Security Token)의 유통이 활발하게 이루어질 수 있게 하되, 혁신적인 금융서비스의 개발과 촉진에 이바지하였던 혁신금융사업자가 사업을 이어갈 수 있도록 현행법을 개선하려는 것임.





주요내용



가. 발행 규제에 한하여 투자계약증권등을 증권으로 간주하는 단서 규정을 삭제하여 유통 규제가 다른 증권과 동일하게 적용되도록 함(안 제4조제1항).

나. 협회, 종합금융투자사업자, 일부 투자중개업자, 토큰증권의 발행인을 통하여 장외에서도 다수 투자자 간에 증권을 거래할 수 있도록 허용함(안 제166조제1항).",11084,20250313
